depth,loi,co3
233.40000000008357,6.250000000000025,5.824074074073917
233.60000000008355,9.73451327433629,6.686332350049251
233.80000000008354,6.058713304184858,10.363522798251088
234.00000000008356,5.882352941176521,11.2
234.20000000008355,5.488721804511307,15.236090225563819
234.40000000008357,5.654008438818578,9.181434599156123
234.60000000008355,5.293631100082719,12.036393713812995
234.80000000008354,5.564924114671224,11.581787521079153
235.00000000008356,5.327342747111694,7.245186136071904
235.20000000008355,5.544809800128967,10.34687298517073
235.40000000008357,4.730290456431567,12.527800829875593
235.60000000008355,4.643765903307803,16.09160305343512
235.80000000008354,5.28325907065564,10.04201145767039
236.00000000008356,5.2631578947368505,9.730263157894715
236.20000000008355,5.433287482806093,13.001375515818367
236.40000000008357,5.02958579881667,16.195266272189304
236.60000000008355,4.498480243161087,14.13738601823718
236.80000000008354,5.272838749233617,9.339055793991424
237.00000000008356,5.175490779298024,8.009518143961948
237.20000000008355,5.563583815028904,16.017341040462295
237.40000000008357,6.601731601731588,15.601731601731561
237.60000000008355,5.3936763794172204,10.70799752014885
237.80000000008354,5.3023255813953885,8.602790697674376
238.00000000008356,5.3902302077484645,8.170690623245322
238.20000000008355,5.505505505505473,11.163163163163258
238.40000000008357,4.516471838469755,16.114771519659982
238.60000000008355,5.035971223021601,6.0009592326139405
238.80000000008354,3.2831737346101266,6.976744186046613
239.00000000008356,5.015511892450856,10.82936918304033
239.20000000008355,4.806991988346735,11.688273852876938
239.40000000008357,5.106138841078623,7.490533562822725
239.60000000008355,6.65894614939202,12.363636363636363
239.80000000008354,5.443548387096862,8.591397849462316
240.00000000008356,6.4516129032258105,9.870967741935468
240.20000000008355,3.9915966386554897,9.285714285714471
240.40000000008357,5.205479452054826,8.197260273972688
240.60000000008355,4.854368932038835,8.747572815533964
240.80000000008354,5.048859934853371,9.967426710097904
241.00000000008356,6.4705882352941915,9.19999999999988
241.20000000008355,5.148514851485119,6.463366336633443
241.40000000008357,4.906054279749539,5.962421711899765
241.60000000008355,4.315196998123932,6.123827392120076
241.80000000008354,4.045422285308634,7.625266146203047
242.00000000008356,5.225225225225213,9.311711711711778
242.20000000008355,4.919583727530716,4.117313150425742
242.40000000008357,6.233062330623226,7.862691960252949
242.60000000008355,4.976303317535727,4.672985781990501
242.80000000008354,4.995287464655896,4.87087653157402
243.00000000008356,6.138613861386142,4.219141914191316
243.20000000008355,5.253837072018912,4.3353010625738095
243.40000000008357,6.039488966318184,7.108013937282213
243.60000000008355,5.009633911367977,6.026974951830361
243.80000000008354,5.37249283667617,8.670487106017239
244.00000000008356,6.036536934074569,3.0246227164416744
244.20000000008355,5.902777777777893,3.3055555555553986
244.40000000008357,6.039755351681999,4.159021406727921
244.60000000008355,6.058631921824102,4.695765472312776
244.80000000008354,6.017579445571363,5.333333333333321
245.00000000008356,5.451127819548862,3.067669172932299
245.20000000008355,4.968152866241999,6.583439490445903
245.40000000008357,5.711022272986846,4.116504854368998
245.60000000008355,6.604651162790677,3.2893023255813727
245.80000000008354,5.86560364464691,3.407744874715299
246.00000000008356,5.355884425651902,6.1338971106413
246.20000000008355,6.627906976744229,6.483720930232614
246.40000000008357,5.7462090981644804,3.147645650438937
246.60000000008355,6.338797814207638,8.026229508196769
246.80000000008354,5.732087227414361,4.067289719626172
247.00000000008356,6.527196652719762,3.528033472803211
247.20000000008355,6.148590947907704,3.135781383433084
247.40000000008357,7.231208372977995,10.481446241674762
247.60000000008355,5.976806422836776,3.396966993755421
247.80000000008354,7.3646850044365815,6.275066548358432
248.00000000008356,7.4344023323615405,4.163265306122431
248.20000000008355,5.886909372579434,3.160340821068871
248.40000000008357,6.7567567567568005,3.1920341394025087
